Key,Description,Standard,EN,JP,SP,RS,FR,GR
SAY.Standard.1953.王亚茹,,"（짜증나, 아직도 떠드는 중이야?）",(How annoying! How are they still talking?),（いいいいうるさいうるさい、彼女たちはどう话?）,,,,
SAY.Standard.2000.王亚茹,,（뭐가 저렇게 할 말이 많을까?）,(How do they have so many things to gossip?),（このはかの少しもある!）,,,,
SAY.Standard.1959.李琴,,그날 케이크 너무 맛있었지!,The cake was so delicious!,その日のケーキおいしい!,,,,
SAY.Standard.1960.肖月,,어디? 미안과 갔던 가게?,The cake where? In that pink store with Mian?,どこの?呉渑とのあの?,,,,
SAY.Standard.1961.李琴,,"맞아! 그리고 미안이 있잖아, ",Yes! Speaking of Mian?,そうよ!呉渑といえば、,,,,
SAY.Standard.2001.李琴,,최근에 유명한 코치를 고용했대.,Her family hired a famous coach to help her.,彼女らしい最近有名な監督を探していたのは、彼女を指導して。,,,,
SAY.Standard.1962.肖月,,나도 들었어.,Oh! I heard about that as well.,私も闻いたが、,,,,
SAY.Standard.2002.肖月,,국제 대회 우승하고 은퇴한 선수라고 했어.,They said that coach won an Olympic gold medal before.,彼らと以前持った国際大会の優勝者の引退選手ですね!,,,,
SAY.Standard.1963.李琴,,와! 잘나가는 집안은 다르네!,Wow! What a family!,私を!こんなにすごい!,,,,
SAY.Standard.2003.李琴,,부자의 삶은 그런 거란다!,"That's called 'Rich', girl.",金持ちの生活からは想像できないよ!,,,,
SAY.Standard.1964.肖月,,화나네.,Really irritating.,气人、,,,,
SAY.Standard.2005.肖月,,부자에 성적도 좋고 수영도 잘하잖아.,"Well, she is rich, she has good grades, and she is a good swimmer! So unfair!",金持ちも、成绩もよく、水泳、うらやましすぎる、,,,,
SAY.Standard.2004.肖月,,"작년 대회에서 준우승이었나, 3위였나?",Was she second or third in last year's contest?,前回の彼女は準優勝を3か、それとも,,,,
SAY.Standard.1965.李琴,,준우승.,Second.,準優勝、,,,,
SAY.Standard.2006.李琴,,올해는 우승할 것 같아.,and she is aiming for the champion this year I think.,今回の衝撃に優勝する位、らしい。,,,,
SAY.Standard.1966.肖月,,음… 누군가는 참 부담되겠다.,HMM...  That will add a lot of pressure on somebody.,うん……それならば谁かの圧力が大た,,,,
SAY.Standard.2008.肖月,,"그나마 수영조차 못하면, ","If she can't do the best on swimming, ",水泳すらだめなら、,,,,
SAY.Standard.2007.肖月,,달리 할 수 있는 것도 없잖아!,what else can she do?,それより他の言及してない!,,,,
SAY.Standard.2009.李琴,,조용히 해!,SHH! Quiet.,小さい時の音!,,,,
SAY.Standard.2010.李琴,,왜 자꾸 쟤 얘기야.,Again. Why her all the time?,あなたが来て、久しぶりに老に対する彼女のよ!,,,,
SAY.Standard.2011.李琴,,케이크나 먹으러 가자!,"Come, let's go and have some cakes, there is a new dessert shop right in front of ..",ケーキ食べ始めると、行く!,,,,
SAY.Standard.6216.肖月,,자오커랑 쟤 사이에 뭔가 있는 것 같아.,I always felt there is something between her and Zhao...,,,,,
SAY.Standard.6218.李琴,,그럴 리가! 성적이 저렇게 안 좋은 애랑!,"Impossible! Look at her grades, she didn't do well in almost all classes!",,,,,
SAY.Standard.6219.肖月,,남자애들은 그런 거 신경 안 쓰잖아.,"Guys don't care about that, you know.",,,,,
SAY.Standard.6220.李琴,,과연 그럴까. 빨리 가기나 해!,"Well, I don't think so, you are thinking too much. Chop chop!",,,,,
SAY.Standard.3549.,,4일째,Day 4,四日目,,,,
SAY.Standard.4209.,,,,,,,,
SAY.Standard.2032.王亚茹,,"（…안 돼, 머리가 너무 아파!）","(...  No, my head, it hurts so bad! )",（…いけない、頭が痛い!）,,,,
SAY.Standard.2077.王亚茹,,（더는 못 견디겠어!）,(I can't go on like this any more! ),（もう耐えられない!）,,,,
SAY.Standard.2037.王亚茹,,{vpunch=30}아아아아아아아아!!,{vpunch=30}Ahhhhh!!,{shake=60}{flash=0.3}ああああああああ! !,,,,
SAY.Standard.2119.,,이 게임을 플레이해 줘서 고맙습니다.,Thank you for playing our game: Ghost in the pool,『スタントマン』というゲームを体験して応援してくれてありがとう,,,,
SAY.Standard.2123.,,팁: 이 게임은 선택에 따라 여러 엔딩이 있습니다. \n 놀라운 콘텐츠를 놓쳤을 수도 있습니다. \n 다시 플레이해 보세요!,"Tips:  This game has different endings based on your choices. \n Try it again,  \n you may find more surprises!",\nの注意は、このゲームの枝と様々な结末が違う。可能\n君を逃した一部の面白い内容は、早くに再び体験しましょう!,,,,
SAY.Standard.4387.王亚茹,,아! 좋다.,"Ah, so comfortable.",えっと、気持ちいいですね。,,,,
SAY.Standard.4404.王亚茹,,여름 밤바람은 너무 시원해!,The evening breeze is the best!,夏の夜風は一番涼しいですよ。,,,,
SAY.Standard.2193.吴渑,,"{vpunch=30}어머, 우연이네.",{vpunch=30} Oh? What a coincident !,{vpunch=30} まあ、巧くて、,,,,
SAY.Standard.2635.吴渑,,"또 만났구나, 야루.","It's you again, Yaru. ",また亜茹?,,,,
SAY.Standard.2195.王亚茹,,（젠장! 왜 또?!）,(WTF!  her again! ? ),（私は頼ります!また彼女か!?）,,,,
SAY.Standard.2197.王亚茹,,안녕.,Yeah.. hi there.,うん。,,,,
SAY.Standard.2198.吴渑,,시내에 새 수영장이 생겼더라.,"You know what, there's a new natatorium in the city center? ",市がプールを新築しました,,,,
SAY.Standard.2637.吴渑,,시설이 아주 좋더라고. 방금 연간 등록을 했어.,"The facilities are very good, I just got an ANNUAL card there. ",設備は何も特に良い、私ばかりした年、カード、,,,,
SAY.Standard.2636.吴渑,,너도 다녀보지?,Do you want to try it out?,やってみないの?,,,,
SAY.Standard.2200.王亚茹,,너무 멀잖아. 학교 시설도 괜찮고.,"I know that place, it's too far from here. I'm ok with our school's pool. ",遠すぎるから，私たちの学校はとてもよい。,,,,
SAY.Standard.2201.王亚茹,,（또 시작이군…）,(Here we go again..  ),（こいつがまた来た。）,,,,
SAY.Standard.2202.吴渑,,학교 수영장은 솔직히 별로잖아.,The school pool? Are you kidding me?,老行ったよ、設備の差はともかく、,,,,
SAY.Standard.2640.吴渑,,수업 아니면 들어가기도 꺼림칙해.,"Leaving aside how old the facility is, I also heard some bad rumors about it.",わたしあの池、よっか授業を続けたくもなければ、,,,,
SAY.Standard.2639.吴渑,,불길한 소문도 돌잖아!,It's the last place I wanna go.,縁起が悪い!,,,,
SAY.Standard.2204.王亚茹,,매일 많은 애들이 수영 수업을 듣잖아.,"We have so many swimming lessons in that pool, ",そんなに毎日人の中に浸して、,,,,
SAY.Standard.2641.王亚茹,,그래도 아무 일도 없고.,everyone seems enjoy it.,何事もなかった。,,,,
SAY.Standard.2642.吴渑,,그건 사람들이 둔감해서 그래.,That's because most people are dumb and they don't feel it.,こんなこともない報、太否定的。,,,,
SAY.Standard.2644.吴渑,,작년에도 그런 일이 있었는데 말야.,"If you are smart enough, you shall not go there.",昨年、事故が起きたじゃない。,,,,
SAY.Standard.2643.吴渑,,"{vpunch=30}아, 운전기사가 왔네.","{vpunch=30} Oh, sorry, my driver's coming. ",{vpunch=30}あら、うちの運転手さん、,,,,
SAY.Standard.2645.吴渑,,"나중에 얘기해, 안녕!",See you around. Bye!,とは言われた、バイバイ!,,,,
SAY.Standard.2208.王亚茹,,"그래, 안녕.",Well.... bye.,うん、バイバイ。,,,,
SAY.Standard.2206.王亚茹,,（나한텐 기사 같은 건 없지.）,( I've got no driver to pick me up!),（自宅からの送迎もないし）,,,,
SAY.Standard.2646.王亚茹,,（그럴 돈이 있는 집안이 아니니까!）,(My family doesn't have that much money to support me anyway. ),（倒れた条件のよいところに行きたいのか、私の行かなくてもからね!）,,,,
SAY.Standard.2647.王亚茹,,（분해!）,She never knows how normal people lives...,（が嫌い!）,,,,
SAY.Standard.4393.王亚茹,,하지만 미안도 꾸준히 연습하고 있지.,"But she is working hard, and she has a good coach...",ミアンはマッチのために一生懸命働きます。,,,,
SAY.Standard.4394.王亚茹,,나도 연습을 멈추면 안 돼.,I have only myself to depend on.,私の成績も落ちられないです。,,,,
SAY.Standard.4396.王亚茹,,이틀이나 연습을 하지 못해 걱정된다.,Why not do some training now that nobody's there! I didn't do much practice these couple of days.,私は、これらの2日間で私がした練習の量を心配しています,,,,
SAY.Standard.2225.王亚茹,,어라? 저건…,Emmm...What?,え?あの……,,,,
SAY.Standard.2226.王亚茹,,（어제 그 여자애잖아!{vpunch=30}）,(Is that the same girl from yesterday!  {vpunch= 30} ),（昨日女の子かないだろう!{vpunch=30} ）,,,,
SAY.Standard.2228.王亚茹,,（어제 그대로 있는 거야?）,"(God, she is still there today! )",（今日まだそこに?）,,,,
MENU.Standard.2234,,정신에 뭔가 문제가 있는 게 아닐까?,"Something wrong in her mind, I guess. ",問題は精神をたの?,,,,
MENU.Standard.2235,,무시하고 내 일이나 하자!,I really should go mind my own business for now.,彼女に任せておけ，私自身まだ悩み事がいっぱいあるんだから!,,,,
SAY.Standard.2286.王亚茹,,（착각인가? 누가 말하는 소리가 들린 것 같아…）,(I think I heard someone talking around...  ),（私の错覚?という话を闻きつけ…）,,,,
SAY.Standard.2576.王亚茹,,（하지만 아무도 없잖아.）,"(but there is no one around, )",（はないのに人ね、）,,,,
SAY.Standard.2577.王亚茹,,（내 귀가 문제인가.）,(Something wrong with my ears too? ),（たぶん昼の时はうるさいだろう。）,,,,
SAY.Standard.2297.王亚茹,,"{vpunch=30}세상에, 사람이 있었어!",{vpunch=30} I knew I heard someone!,{vpunch=30}というなあ!,,,,
SAY.Standard.3756.王亚茹,,（누구였지?）,(Who is she? ),（は誰ですか?）,,,,
SAY.Standard.2588.王亚茹,,（아는 사람이 아니면 좋겠네. 만나긴 창피해.）,(I hope she's not someone I know. I don't want to meet anyone.  ),（ならとくに私の知っている人は、ぎこちないすぎる。）,,,,
SAY.Standard.2316.王亚茹,,이럴 수가!,No way! !,! !まさか!,,,,
SAY.Standard.2317.王亚茹,,누군가 뛰어들었는데 왜 아무도 없지?!,"I'm sure I saw someone jumped in,but there is nobody in the pool! !",さっき見て飛び込んだが来たのに、どうして!,,,,
SAY.Standard.2589.王亚茹,,{vpunch=30}아야! 아파!,{vpunch=30}  Ah! It hurts.,{vpunch=30}おや!良い痛み!,,,,
SAY.Standard.2591.王亚茹,,이게 뭐야?,What the hell was that!,何ですか?,,,,
SAY.Standard.2593.王亚茹,,뭔가 이상한걸?,Anything strange?,何か変わったものが見えますか?,,,,
SAY.Standard.2595.王亚茹,,아무것도 없는데 발이 베였어.,"Nothing, but I hurt my foot, ",足は何の口に向って、,,,,
SAY.Standard.2594.王亚茹,,오늘은 어쨌든 물에 들어가긴 틀렸네.,"err, I'm bleeding, guess that's the end for today's training.",今日はどうしても進水した。,,,,
SAY.Standard.4401.女生A,,"마이너스 마이너스는 플러스, 플러스 플러스는 플러스, 하지만 이곳에 플러스는 없어…","Ten little swimming boys went out to dine, one choked his little self and then-there were nine.",2つの否定的な正、2つのポジティブ肯定的な..,,,,
SAY.Standard.2369.王亚茹,,"이봐, 괜찮아?","Hey, are you okay? ",おい、大丈夫か?,,,,
SAY.Standard.4690.女生A,,"유유한 검은 물, 높은 포부를 숨기고, ",Nine little swimming boys sat up very late;,,,,,
SAY.Standard.4691.女生A,,"가을 무덤의 귀신, 찬 비에 옛 시인의 혼으로…",One overslept himself and then-there were eight.,,,,,
SAY.Standard.2370.王亚茹,,（무시하네…）,(She ignored me...),（彼女は私を無視する。。）,,,,
SAY.Standard.2371.王亚茹,,（공부하는 건가? 그건 아닌 것 같고…）,(Are you studying? Doesn't seem like it...),（聞こえなかった可能性もある。）,,,,
SAY.Standard.5878.王亚茹,,（신입생은 아니겠지. 이런 애가 학교에 있었나?）,(What's she talking about? I don't get it. ),,,,,
SAY.Standard.5877.王亚茹,,（괜찮은 걸까. 아무도 본 사람이 없나?）,(Her behavior is ...no one cares for her?),,,,,
SAY.Standard.5876.王亚茹,,（혹시 모르니 내일 선생님에게 얘기하는 게 좋겠지?）,"(I should report to the teacher tomorrow, in case anything bad happens)",,,,,
SAY.Standard.2373.王亚茹,,（{vpunch=30}지금은 그냥 가는 게 좋겠어.）,( {vpunch=30} Well I think I'd better leave.  ),（ {vpunch=30}私を離れたほうがいい。）,,,,
SAY.Standard.2655.王亚茹,,가로등 아래… 가늘고 긴 사람.,What's that under the lamp? So lean and tall...,街灯の下…いいの高い人よ、,,,,
SAY.Standard.2660.王亚茹,,3미터는 되겠는걸…,At least 3 to 4 meters...,てが三メートル……,,,,
SAY.Standard.2663.王亚茹,,（에! 갑자기 사라졌어?）,(What! He just disappeared..),（ !どうしていきなりなかったの?）,,,,
SAY.Standard.2665.王亚茹,,（수영장을 가리키고 있었어…）,(He was pointing in the direction of... the swimming pool!),（彼の方向はプール…）,,,,
SAY.Standard.2664.王亚茹,,（내 눈이 잘못된 건가? 항상…）,(Is there something wrong with my eyes?  Always can see... ),（私の目を問題にしたの?総见……）,,,,
SAY.Standard.2418.王亚茹,,…기울기가 작아지면 가속도는…!,...moving at a steady speed of 30m/s...what is the net force acting on?,…斜面で滑ってたら、加速度…べきはこの!,,,,
SAY.Standard.2681.王亚茹,,A겠지. 답을 볼까? B였구나… 또 틀렸어.,"Hmmm, my answer is C",甲、答えて…うん?乙を選ぶべき…また間違ったの?,,,,
SAY.Standard.2680.王亚茹,,머리에 열이 나네. 시간은 벌써 12시고.,".Wrong again? What?...Oh, the acceleration!",…脳が燃えたなら、早い12時になって、,,,,
SAY.Standard.2682.王亚茹,,아직 영어 공부가 남았는데…,How come I forgot that all the time!...,英語は7つの単語が背中を…,,,,
SAY.Standard.2679.王亚茹,,{vpunch=30}아오! 아침에 공부하자.,{vpunch=30} Shit!  It's already 12! I have to leave them for tomorrow.,{vpunch=30}良いfanaです!明日早自习再背。,,,,
SAY.Standard.2699.王亚茹,,（하지만 미안은 항상 열심히 연습하지!）,"( But Mian is working hard, and she has a good coach... )",（が呉渑たしかに顽张ってね!）,,,,
SAY.Standard.2700.王亚茹,,（나도 연습을 멈추면 안 돼!）,( I have only myself to depend on! ),（だめ、私も落ちない!）,,,,
SAY.Standard.2456.王亚茹,,（정전? 방금 누군가 의자에 있었던 것 같은데?）,( The power system is quite unstable...I think there was someone siting on my chair... ),（停電した。さっきの椅子に座ったらしい個人?）,,,,
SAY.Standard.6452.王亚茹,,내가 또 헛것을 보나?,Am I hallucinating again?,,,,,
SAY.Standard.2457.王亚茹,,"내가 미친 건 아니겠지, ","Hope I am not crazy,",私はどうした?ある日、だろうか,,,,
SAY.Standard.2717.王亚茹,,복도의 그 여자애처럼.,like the girl in that corridor.,私もあの蟋蟀の女の子と同じように、精神错乱した?,,,,
SAY.Standard.6453.王亚茹,,미쳤다고?{vpunch=30},Insane? {vpunch=30},,,,,
SAY.Standard.2474.王亚茹,,뭐야 이게?,What are these?,これらは何!?,,,,
SAY.Standard.2736.王亚茹,,여기서 벗어나야 해.,I need to get out of this place.,だめ、私も早く、ここを出る!,,,,
SAY.Standard.4613.恶鬼,,넌 질 거다! 쓰레기!,"You will never catch up with the others, idiot!",,,,,
SAY.Standard.4620.恶鬼,,넌 패배할 거다! 멍청이!,"You are beaten, loser! You can't even win in water.",,,,,
SAY.Standard.4628.恶鬼,,넌 패배한다! 머저리!,"Go home and cry in your bed, retard!",,,,,
SAY.Standard.2507.恶鬼,,넌 지게 될 거야!,You lost! Hahahaha...,じゃ、あなたは负け!,,,,
SAY.Standard.2543.,,무수한 악몽에 나는 결국 무너졌다.,"In the countless nightmares, I was totally lost and crushed.",数え切れない悪夢の中で、私は徹底的に押しつぶされた、,,,,
SAY.Standard.2544.,,"그 후로 대회에는 참가하지 않았고, ",I didn't take part in the later competitions.,私は后の大会に出場して、,,,,
SAY.Standard.2545.,,입학한 지 3개월째에 부모님이 날 다른 학교로 전학시켜 주셨다.,"In the third month of my happy enrollment, my parents transferred me to another high school.",入学の3ヵ月、亲代わりに転校の手続きを踏んで来た。,,,,
SAY.Standard.2546.,,처음부터 이런 학교를 선택하지 말아야 했나 봐. 난 큰 실수를 저지른 것이었어……,"Maybe I shouldn't choose this school in the very beginning, this whole thing was just a big mistake",なら最初から私のようなエリート学校に入るかもしれない、このすべての運命が間違っている……,,,,
SAY.Standard.2547.,,……,……,……,,,,
SAY.Standard.2621.,,CASCHA GAMES 제공,CASCHA GAMES Present,cascha games献呈,,,,
SAY.Standard.2622.,,Joey와 Cascha 제작,Developed by Joey and Cascha,ジョーイとcascha制作,,,,
SAY.Standard.2822.,,,,,,,,
SAY.Standard.2557.女生A,,"…하하, 딸기 패턴 예쁘다!",...  Oh! I like that strawberry pattern!,…ハハ、イチゴの小さな柄きれい!,,,,
SAY.Standard.2558.女生B,,나는 점박이야. 사촌이 사줬어.,Mine are dots! My cousin bought it for me!,私は点々の!ほら、ファヨンが買ってくれました!,,,,
SAY.Standard.2559.女生C,,"얘들아, 까불면 물속에서 악령이 달려들 거야!","Stop that girls, otherwise the evil ghost will catch you in the water!",君たち生意気を见て、しばらく臭い顕で、水鬼連行せ!,,,,
SAY.Standard.2560.女生D,,"어우, 재미있었는데 웬 귀신 얘기야.{vpunch=30}","Jane! I'm here for fun, not ghost story.  {vpunch=30} ",おや、おや、すぐ進水したなら、そろそろ時、別のカラス口。{vpunch=30}{头= 30},,,,
SAY.Standard.2561.女生C,,야! 기다려…,"Alright, alright!  I was kidding, it was just a rumor, doesn't exist! Hey, wait for me... ",おい!などと私…,,,,
SAY.Standard.3723.,,자동 저장 중…,Auto saving...,ゲームの保存で…,,,,
SAY.Standard.3747.,,,,,,,,
SETTEXT.Standard.3855,主界面-退出按钮,메뉴로 돌아가기,BACK TO MENU,退出ゲーム,,,,
SETTEXT.Standard.3857,作者信息界面-标题,크레디트,CREDITS,開発者,,,,
SETTEXT.Standard.3858,作者信息界面-信息,"플레이해 줘서 고맙습니다! 이 게임은 CASCHA와 JOEY가 만들었습니다. JOEY는 아트와 스토리, CASCHA는 코딩/시각 표현/효과음/음악을 맡았습니다. \n ---------------- \n 게임을 마무리하고 다듬는 데 도움을 준 다음 분들께 특히 감사합니다. \n Heheming \n 有栖 \n Richard Turek \n Lin ShaoWen \n Ivan \n \n\n*한국어 번역: anemochore","Thank you very much for play our game! \n This game is developed by CASCHA and JOEY. \n JOEY is responsible for the Art and story part, \n CASCHA is responsible for coding/visual performance/sound effect/music. \n ----------------\n Special thanks to those who helped us complete and polish the game: \n Heheming \n 有栖 \n Richard Turek \n Lin ShaoWen \n Ivan \n",私たちのゲームを購入体験してくれてありがとう! \nこのゲームはcaschaジョーイと二人の共同開発を完了。\n 私たちの将来のより多くの独立したゲームをサポートし続けることを希望します。,,,,
SETTEXT.Standard.3859,语言界面-标题,언어,LANGUAGE,言語,,,,
SETTEXT.Standard.3860,设置界面-标题,설정,SETTING,オプション設定,,,,
SETTEXT.Standard.3861,设置界面-音乐音量,음악 볼륨,MUSIC VOLUME,音楽の音量,,,,
SETTEXT.Standard.3862,设置界面-声效音量,효과음 볼륨,SOUND EFFECT VOLUME,音効音量,,,,
SETTEXT.Standard.3863,设置界面-对话方式,대사,DIALOGUE,対話方式,,,,
SETTEXT.Standard.3864,设置界面-对话-手动,수동,MANUAL,手動,,,,
SETTEXT.Standard.3865,设置界面-对话-自动,자동,AUTO,自動,,,,
SETTEXT.Standard.3866,设置界面-语言,언어,LANGUAGE,言語,,,,
SETTEXT.Standard.3867,设置界面-开发人员,크레디트,CREDITS,開発者,,,,
SETTEXT.Standard.3868,设置界面-文字速度,텍스트 속도,TEXT SPEED,文字速度,,,,
SETTEXT.Standard.3869,设置界面-文字速度-慢,느림,SLOW,低速,,,,
SETTEXT.Standard.3870,设置界面-文字速度-中,보통,NORMAL,正常,,,,
SETTEXT.Standard.3871,设置界面-文字速度-快,빠름,FAST,急速に,,,,
SETTEXT.Standard.4648,设置界面-重置存档,프로필 재설정,RESET PROFILE,,,,,
SETTEXT.Standard.4649,设置界面-窗口模式,창 모드,WINDOW MODE,,,,,
SETTEXT.Standard.7153,设置界面-窗口模式,해상도,RESOLUTION,,,,,
SETTEXT.Standard.4653,设置界面-reset-warning,경고,WARNING,,,,,
SETTEXT.Standard.4654,设置界面-退出警告,메뉴로 돌아갑니까?,SURE TO QUIT TO MENU?,,,,,
SETTEXT.Standard.4655,设置界面-退回主界面-退出,종료,QUIT,,,,,
SETTEXT.Standard.4656,设置界面-退回主界面-返回,취소,CANCEL,,,,,
SETTEXT.Standard.6839,游戏结束时候的重新开始提示,클릭하면 메인 메뉴로 돌아갑니다.,CLICK TO RETURN TO THE MAIN MENU,,,,,
SETTEXT.Standard.6843,互动环节提示文字,커서를 움직여 상호작용할 사물을 클릭하세요.,Move the cursor and click on interactive objects,,,,,
SETTEXT.Standard.7154,游戏界面-自动对话,자동 \n 대사,AUTO \n DIALOG,,,,,
SETTEXT.Standard.7530,记事本界面-上一页,앞 페이지,Pre page,,,,,
SETTEXT.Standard.7531,记事本界面-下一页,뒤 페이지,Nxt page,,,,,
MENU.Standard.4558,,클릭하세요.,CLICK TO CONTINUE,,,,,
SAY.Standard.4742.王亚茹,,（칠판에 글자가 빽빽하지만… 아무것도 이해가 안 된다.）,(So many notes on the blackboard...none of those make sense to me.),,,,,
SAY.Standard.4820.王亚茹,,（일류 학교 교사들은 늘 이런 식인가?）,(Do teachers in elite high schools do this all the time?),,,,,
SAY.Standard.5409.王亚茹,,（첫 번째 수업에서 세 번째 수업으로 막 건너뛰어.）,"(Jump directly from first lesson to the third,)",,,,,
SAY.Standard.5410.王亚茹,,（우리가 방학에도 예습을 했을 거라 가정하고서.）{vpunch=30},(Like we all prepared next two days lesson during vacation?) {vpunch=30}),,,,,
SAY.Standard.5408.王亚茹,,（수영만큼 이 수업도 재미있으면 좋을 텐데!）,(How I wish these courses can be as interesting as swimming courses!),,,,,
SAY.Standard.4761.王亚茹,,（매일 읽어도 머리에 들어오는 게 없어.）,"(I do read these everyday, but none of them gets into my head)",,,,,
SAY.Standard.4838.王亚茹,,（지난주 화학 시험은 100점 만점에 30점을 받았지.）,(I only got 30 out of 100 for last week chemistry test.),,,,,
SAY.Standard.4839.王亚茹,,（중학교 때는 90점은 받았는데 말야.）,"(Everyone had a high score in junior school, but here,)",,,,,
SAY.Standard.5412.王亚茹,,（학급의 절반 정도는 낙제한다고 했어.）,"(most of the time, half of the class won't even get pass 60)",,,,,
SAY.Standard.5411.王亚茹,,（심지어 1학년이 이 정도야. 이후는 어느 정도일지!）,(And this is just the 1st Grade! I can't imagine what will happen later...),,,,,
SAY.Standard.4842.王亚茹,,（저들에게서 떨어져 있어야 해.）,"(I gotta stay away from them,)",,,,,
SAY.Standard.5418.王亚茹,,（바보가 전염될라!）,(Don't want any of their stupidity get to me!),,,,,
SAY.Standard.5419.王亚茹,,（나가서 공기 좀 쐬자!）,"(God, I need some fresh air,)",,,,,
SAY.Standard.4771.王亚茹,,（떠드는 소리가 지겹다.）,( their voices are killing me.),,,,,
SAY.Standard.4788.王亚茹,,（오후에 수영장에서도 들었던 것 같아.）,(I heard about these in the swimming pool this afternoon.),,,,,
SAY.Standard.4789.王亚茹,,（다들 저 소리.）,(They all stories to me.),,,,,
SAY.Standard.4790.王亚茹,,（정말 믿는 사람은 없겠지.）,"(No one will buy that, seriously.)",,,,,
SAY.Standard.4791.王亚茹,,（열쇠 복사해 두길 잘했어.）,(Glad I had the key duplicated.),,,,,
SAY.Standard.4792.王亚茹,,（낮에는 사람이 많으니 밤에 가야지.）,"(With so many people during daytime, I have to come in the evening.)",,,,,
SAY.Standard.4793.王亚茹,,（나가서 신선한 공기나 마시자. 시끄러워 죽겠다.）,"(God, I need some fresh air, their voices are killing me.)",,,,,
SAY.Standard.4807.王亚茹,,"（아, 세상은 이렇게 넓은데, ）",(A big world out there),,,,,
SAY.Standard.4840.王亚茹,,（난 학교에 갇혀 있어.）,(I'm trapped here.),,,,,
SAY.Standard.4841.王亚茹,,{vpunch=30} （음?）,{vpunch=30} (Huh?),,,,,
SAY.Standard.5415.王亚茹,,（작게 써 있어. ‘복도 끝까지 가지 마라.’）,"(Someone scribble below, ""Beware of the far corner"",)",,,,,
SAY.Standard.5414.王亚茹,,（복도 끝에는 계단이 있었지?）,(The far corner? Like in the hallway? ),,,,,
SAY.Standard.5416.王亚茹,,（뭐야?）,"(There are only stairs, what's to be afraid of?)",,,,,
SAY.Standard.5417.王亚茹,,{vpunch=30}（엉망이네. 낙서로 지도가 온통 더러워!）,{vpunch=30} (Jeez! Can't they leave the map alone?),,,,,
SAY.Standard.4860.吴渑,,"{vpunch=30}안녕, 야루?","{vpunch=30}Hi, Yaru?",,,,,
SAY.Standard.4861.吴渑,,집에 가? 오후에 또 연습하니?,"Going home? You've done your training for today, haven't you?",,,,,
SAY.Standard.4862.王亚茹,,（…동급생인 미안이다.）,"(..This is Mian, we are on the same grade.)",,,,,
SAY.Standard.4863.王亚茹,,（작년에 준우승했으니 내가 신경 쓰이겠지…）,"(She got the second prize in last year's competition, I bet she wants to beat me this year!)",,,,,
SAY.Standard.4864.王亚茹,,"응, 조금 더 할 거야.","Yep, a little bit.",,,,,
SAY.Standard.4865.吴渑,,학교 수영장에서는 하지 마.,"I think it's better to tell you, don't go to that swimming pool too often,",,,,,
SAY.Standard.4866.吴渑,,다들 불길하다고 하잖아.,something bad about it.,,,,,
SAY.Standard.4867.王亚茹,,난 그런 소문 안 믿어. 그걸 믿어?{vpunch=30},You believe those rumors? That sounds so ridiculous. {vpunch=30},,,,,
SAY.Standard.4868.王亚茹,,（내가 연습 못 하게 하려고 그러는 거지?）,"(You just want me to decrease my training, so you can win this time! I'm not that stupid!)",,,,,
SAY.Standard.4869.吴渑,,"조금은, 하하. 난 너만큼 대담하지 않아!","Well, I don't, not at first, but then, one thing led to another, I think maybe it make some senses...",,,,,
SAY.Standard.4870.吴渑,,낮에도 그렇지만 밤엔 절대 가지 마!,"I did check, there were people died there! They said the pool was cursed, especially at night.",,,,,
SAY.Standard.4871.王亚茹,,밤엔 잠겨 있으니 들어갈 수 없어.,"Ha, the door is locked at that time, nobody could get in.",,,,,
SAY.Standard.4872.吴渑,,"그래, 난 갈게. 잘 들어가.","Great, then I'm thinking too much, see you!",,,,,
SAY.Standard.4873.王亚茹,,"그래, 안녕.",Bye!,,,,,
SAY.Standard.4878.王亚茹,,（불쾌해! 내가 열쇠가 있다는 걸 알고 있나?）,(That's quite disturbing...),,,,,
SAY.Standard.4879.王亚茹,,（음… 아닐 텐데.）,(Does she has any idea I got the key? Possibly not.),,,,,
SAY.Standard.4932.王亚茹,,아? 잔디에 뭔가 있어?{vpunch=30},What's in the grass? {vpunch=30},,,,,
SAY.Standard.4940.王亚茹,,{vpunch=30}윽! 세상에!,{vpunch=30}Shit!,,,,,
SAY.Standard.4941.王亚茹,,이걸 안 치우다니. 청소부 너무하네!,No one cleans that? Those slacking cleaners...,,,,,
SAY.Standard.4942.王亚茹,,（오늘은 날이 아니네!）,(It's a black day for me!),,,,,
SAY.Standard.4943.王亚茹,,（수영장에 갈까 말까?）,(Am I going to the swimming pool or not?),,,,,
MENU.Standard.4948,,잊어 버리고 연습하자. 대회가 코앞이야!,The contest is getting closer! I don't have enough training!,,,,,
MENU.Standard.4949,,으! 서둘러 집에 가서 샤워나 하자!,Ugh! I need a shower to wash this smell out!,,,,,
SAY.Standard.4953.王亚茹,,"（작년에 대학 떨어진 한 학생이,）","(I heard some one who failed the college entrance exam last year,)",,,,,
SAY.Standard.5428.王亚茹,,（학교에서 목을 맸다고 한다.）,(Hanged himself at school.),,,,,
SAY.Standard.5427.王亚茹,,（그게 저 나무는 아니길 빈다…）,(I hope it's not this tree...),,,,,
SAY.Standard.4963.王亚茹,,（가로등이 너무 어둡다.）,(What's wrong with our school?),,,,,
